Software_name,category_1,option_1,,category_2,option_2,category_3,option_3,category_4,option_4,category_5,option_5,category_6,option_6,category_7,option_7,category_8,option_8,category_9,option_9,category_10,option_10,category_11,option_11,category_12,option_12,category_13,option_13,category_14,option_14,category_15,option_15,category_16
Webex Events (formerly Socio),https://www.g2.com/categories/event-management-platforms,plataformas-gestion-eventos,https://www.g2.com/categories/event-management-platforms,https://www.g2.com/categories/event-networking-and-matchmaking,conexiones-emparejamientos-eventos,https://www.g2.com/categories/lead-retrieval,recuperacion-prospectos,https://www.g2.com/categories/mobile-event-apps,aplicaciones-moviles-eventos,https://www.g2.com/categories/virtual-event-platforms,plataformas-eventos-virtuales,,,,,,,,,,,,,,,,,,,,,
Whova,https://www.g2.com/categories/event-networking-and-matchmaking,conexiones-emparejamientos-eventos,https://www.g2.com/categories/event-networking-and-matchmaking,https://www.g2.com/categories/mobile-event-apps,aplicaciones-moviles-eventos,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airmeet,https://www.g2.com/categories/event-networking-and-matchmaking,conexiones-emparejamientos-eventos,https://www.g2.com/categories/event-networking-and-matchmaking,https://www.g2.com/categories/virtual-event-platforms,plataformas-eventos-virtuales,,,,,,,,,,,,,,,,,,,,,,,,,,,
monday.com,https://www.g2.com/categories/event-planning,planificacion-eventos,https://www.g2.com/categories/event-planning,https://www.g2.com/categories/objectives-and-key-results-okr,objetivos-resultados-clave-okr,https://www.g2.com/categories/kanban-project-management,gestion-de-proyectos-kanban,https://www.g2.com/categories/project-collaboration,colaboracion-de-proyectos,https://www.g2.com/categories/project-management,gestion-de-proyectos,https://www.g2.com/categories/task-management,gestion-de-tareas,https://www.g2.com/categories/work-management,gestion-del-trabajo,https://www.g2.com/categories/time-tracking,seguimiento-del-tiempo,,,,,,,,,,,,,,,
ClickUp,https://www.g2.com/categories/event-planning,planificacion-eventos,https://www.g2.com/categories/event-planning,https://www.g2.com/categories/marketing-calendar,calendario-marketing,https://www.g2.com/categories/marketing-resource-management,gestion-recursos-marketing,https://www.g2.com/categories/collaborative-whiteboard,,https://www.g2.com/categories/mind-mapping,mapas-mentales,https://www.g2.com/categories/note-taking-management,gestion-notas,https://www.g2.com/categories/objectives-and-key-results-okr,objetivos-resultados-clave-okr,https://www.g2.com/categories/bug-tracking,,https://www.g2.com/categories/product-management,product-management,https://www.g2.com/categories/kanban-project-management,gestion-de-proyectos-kanban,https://www.g2.com/categories/project-and-portfolio-management,gestion-de-proyectos-y-carteras,https://www.g2.com/categories/project-collaboration,colaboracion-de-proyectos,https://www.g2.com/categories/task-management,gestion-de-tareas,https://www.g2.com/categories/work-management,gestion-del-trabajo,https://www.g2.com/categories/strategy-and-innovation-roadmapping-tools,herramientas-de-planificacion-y-ejecucion,https://www.g2.com/categories/time-tracking
Jotform,https://www.g2.com/categories/event-registration-ticketing,registro-venta-boletos-eventos,https://www.g2.com/categories/event-registration-ticketing,https://www.g2.com/categories/360-feedback-tools,herramientas-de-retroalimentacion-360,https://www.g2.com/categories/vaccine-tracking,seguimiento-vacunas,,,,,,,,,,,,,,,,,,,,,,,,,
Cvent Registration,https://www.g2.com/categories/event-registration-ticketing,registro-venta-boletos-eventos,https://www.g2.com/categories/event-registration-ticketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BigMarker,https://www.g2.com/categories/lead-retrieval,recuperacion-prospectos,https://www.g2.com/categories/lead-retrieval,https://www.g2.com/categories/webinar,webinarios,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swapcard,https://www.g2.com/categories/lead-retrieval,recuperacion-prospectos,https://www.g2.com/categories/lead-retrieval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guidebook,https://www.g2.com/categories/mobile-event-apps,aplicaciones-moviles-eventos,https://www.g2.com/categories/mobile-event-apps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvent OnSite Solutions,https://www.g2.com/categories/other-event-management,otro-gestion-eventos,https://www.g2.com/categories/other-event-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feathr,https://www.g2.com/categories/other-event-management,otro-gestion-eventos,https://www.g2.com/categories/other-event-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paperless Post,https://www.g2.com/categories/other-event-management,otro-gestion-eventos,https://www.g2.com/categories/other-event-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripleseat,https://www.g2.com/categories/venue-management,gestion-espacios,https://www.g2.com/categories/venue-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perfect Venue,https://www.g2.com/categories/venue-management,gestion-espacios,https://www.g2.com/categories/venue-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event Temple,https://www.g2.com/categories/venue-management,gestion-espacios,https://www.g2.com/categories/venue-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vFairs,https://www.g2.com/categories/virtual-event-platforms,plataformas-eventos-virtuales,https://www.g2.com/categories/virtual-event-platforms,https://www.g2.com/categories/virtual-career-fair-platforms,plataformas-de-ferias-de-empleo-virtuales,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intuit Mailchimp,https://www.g2.com/categories/email-deliverability,entrega-correo-electronico,https://www.g2.com/categories/email-deliverability,https://www.g2.com/categories/email-marketing,marketing-correo-electronico,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centrical,https://www.g2.com/categories/gamification,gamificacion,https://www.g2.com/categories/gamification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hacker Rangers,https://www.g2.com/categories/gamification,gamificacion,https://www.g2.com/categories/gamification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CallRail,https://www.g2.com/categories/inbound-call-tracking,seguimiento-llamadas-entrantes,https://www.g2.com/categories/inbound-call-tracking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoca,https://www.g2.com/categories/inbound-call-tracking,seguimiento-llamadas-entrantes,https://www.g2.com/categories/inbound-call-tracking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue.io,https://www.g2.com/categories/inbound-call-tracking,seguimiento-llamadas-entrantes,https://www.g2.com/categories/inbound-call-tracking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yext,https://www.g2.com/categories/local-listing-management,gestion-listados-locales,https://www.g2.com/categories/local-listing-management,https://www.g2.com/categories/store-locator,localizacion-tiendas,https://www.g2.com/categories/insight-engines,motores-busqueda-conocimientos,,,,,,,,,,,,,,,,,,,,,,,,,
Google My Business,https://www.g2.com/categories/local-seo,seo-local,https://www.g2.com/categories/local-seo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOCi,https://www.g2.com/categories/store-locator,localizacion-tiendas,https://www.g2.com/categories/store-locator,https://www.g2.com/categories/multi-location-marketing-platforms,plataformas-marketing-multilocalizacion,https://www.g2.com/categories/online-reputation-management,gestion-reputacion-linea,https://www.g2.com/categories/social-media-advertising,publicidad-en-redes-sociales,,,,,,,,,,,,,,,,,,,,,,,
Chatmeter,https://www.g2.com/categories/store-locator,localizacion-tiendas,https://www.g2.com/categories/store-locator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flame analytics,https://www.g2.com/categories/location-based-marketing,marketing-ubicacion,https://www.g2.com/categories/location-based-marketing,https://www.g2.com/categories/visitor-behavior-intelligence,inteligencia-comportamiento-visitante,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cisco Spaces,https://www.g2.com/categories/location-based-marketing,marketing-ubicacion,https://www.g2.com/categories/location-based-marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mailchimp All-in-One Marketing Platform,https://www.g2.com/categories/marketing-analytics,analitica-marketing,https://www.g2.com/categories/marketing-analytics,https://www.g2.com/categories/marketing-platforms,plataformas-marketing,https://www.g2.com/categories/social-media-advertising,publicidad-en-redes-sociales,https://www.g2.com/categories/retargeting,,,,,,,,,,,,,,,,,,,,,,,,
Smartsheet,https://www.g2.com/categories/marketing-calendar,calendario-marketing,https://www.g2.com/categories/marketing-calendar,https://www.g2.com/categories/privacy-impact-assessment-pia,evaluacion-impacto-privacidad-pia,https://www.g2.com/categories/project-and-portfolio-management,gestion-de-proyectos-y-carteras,https://www.g2.com/categories/project-collaboration,colaboracion-de-proyectos,https://www.g2.com/categories/project-management,gestion-de-proyectos,https://www.g2.com/categories/task-management,gestion-de-tareas,https://www.g2.com/categories/work-management,gestion-del-trabajo,,,,,,,,,,,,,,,,,
Asana,https://www.g2.com/categories/marketing-calendar,calendario-marketing,https://www.g2.com/categories/marketing-calendar,https://www.g2.com/categories/product-management,product-management,https://www.g2.com/categories/project-management,gestion-de-proyectos,,,,,,,,,,,,,,,,,,,,,,,,,
Wrike,https://www.g2.com/categories/marketing-resource-management,gestion-recursos-marketing,https://www.g2.com/categories/marketing-resource-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monday work management for Marketing,https://www.g2.com/categories/marketing-resource-management,gestion-recursos-marketing,https://www.g2.com/categories/marketing-resource-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AppsFlyer,https://www.g2.com/categories/mobile-attribution,atribucion-movil,https://www.g2.com/categories/mobile-attribution,https://www.g2.com/categories/mobile-app-optimization,optimizacion-aplicaciones-moviles,https://www.g2.com/categories/click-fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
Branch,https://www.g2.com/categories/mobile-attribution,atribucion-movil,https://www.g2.com/categories/mobile-attribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singular,https://www.g2.com/categories/mobile-attribution,atribucion-movil,https://www.g2.com/categories/mobile-attribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braze,https://www.g2.com/categories/mobile-marketing,marketing-movil,https://www.g2.com/categories/mobile-marketing,https://www.g2.com/categories/personalization-engines,motores-personalizacion,https://www.g2.com/categories/push-notification,notificaciones-push,,,,,,,,,,,,,,,,,,,,,,,,,
Attentive,https://www.g2.com/categories/mobile-marketing,marketing-movil,https://www.g2.com/categories/mobile-marketing,https://www.g2.com/categories/sms-marketing,marketing-sms,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infinite MLM Software,https://www.g2.com/categories/multi-level-marketing-mlm,marketing-multinivel-mlm,https://www.g2.com/categories/multi-level-marketing-mlm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VentaForce - Best Direct Selling Software,https://www.g2.com/categories/multi-level-marketing-mlm,marketing-multinivel-mlm,https://www.g2.com/categories/multi-level-marketing-mlm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rallyware,https://www.g2.com/categories/multi-level-marketing-mlm,marketing-multinivel-mlm,https://www.g2.com/categories/multi-level-marketing-mlm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TinyLetter,https://www.g2.com/categories/other-marketing,otro-marketing,https://www.g2.com/categories/other-marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akismet,https://www.g2.com/categories/other-marketing,otro-marketing,https://www.g2.com/categories/other-marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retention.com,https://www.g2.com/categories/other-marketing,otro-marketing,https://www.g2.com/categories/other-marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iterable,https://www.g2.com/categories/personalization,personalizacion,https://www.g2.com/categories/personalization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elementor,https://www.g2.com/categories/pop-up-builder,creacion-pop-ups,https://www.g2.com/categories/pop-up-builder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OptiMonk,https://www.g2.com/categories/pop-up-builder,creacion-pop-ups,https://www.g2.com/categories/pop-up-builder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vistaprint,https://www.g2.com/categories/print-fulfillment,cumplimiento-impresion,https://www.g2.com/categories/print-fulfillment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printfection,https://www.g2.com/categories/print-fulfillment,cumplimiento-impresion,https://www.g2.com/categories/print-fulfillment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOO,https://www.g2.com/categories/print-fulfillment,cumplimiento-impresion,https://www.g2.com/categories/print-fulfillment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kotis Design,https://www.g2.com/categories/promotional-product-management,gestion-productos-promocionales,https://www.g2.com/categories/promotional-product-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meltwater,https://www.g2.com/categories/media-and-influencer-targeting,segmentacion-medios-influenciadores,https://www.g2.com/categories/media-and-influencer-targeting,https://www.g2.com/categories/media-monitoring,monitoreo-medios,https://www.g2.com/categories/pr-analytics,analitica-relaciones-publicas,,,,,,,,,,,,,,,,,,,,,,,,,
Muck Rack,https://www.g2.com/categories/media-and-influencer-targeting,segmentacion-medios-influenciadores,https://www.g2.com/categories/media-and-influencer-targeting,https://www.g2.com/categories/pr-analytics,analitica-relaciones-publicas,https://www.g2.com/categories/pr-crm,crm-relaciones-publicas,,,,,,,,,,,,,,,,,,,,,,,,,
Help a Reporter Out,https://www.g2.com/categories/media-and-influencer-targeting,segmentacion-medios-influenciadores,https://www.g2.com/categories/media-and-influencer-targeting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVEyes,https://www.g2.com/categories/media-monitoring,monitoreo-medios,https://www.g2.com/categories/media-monitoring,https://www.g2.com/categories/pr-analytics,analitica-relaciones-publicas,,,,,,,,,,,,,,,,,,,,,,,,,,,
Factiva,https://www.g2.com/categories/media-monitoring,monitoreo-medios,https://www.g2.com/categories/media-monitoring,https://www.g2.com/categories/business-activity-monitoring,monitoreo-de-actividades-comerciales,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR.co,https://www.g2.com/categories/online-newsroom,sala-prensa-linea,https://www.g2.com/categories/online-newsroom,https://www.g2.com/categories/pr-crm,crm-relaciones-publicas,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prowly,https://www.g2.com/categories/online-newsroom,sala-prensa-linea,https://www.g2.com/categories/online-newsroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prezly,https://www.g2.com/categories/online-newsroom,sala-prensa-linea,https://www.g2.com/categories/online-newsroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Screeners.com,https://www.g2.com/categories/other-public-relations,otro-relaciones-publicas,https://www.g2.com/categories/other-public-relations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covered Press,https://www.g2.com/categories/other-public-relations,otro-relaciones-publicas,https://www.g2.com/categories/other-public-relations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bitcoinnews.com,https://www.g2.com/categories/other-public-relations,otro-relaciones-publicas,https://www.g2.com/categories/other-public-relations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cision Communications Cloud,https://www.g2.com/categories/pr-crm,crm-relaciones-publicas,https://www.g2.com/categories/pr-crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newswire,https://www.g2.com/categories/press-release-distribution,distribucion-notas-prensa,https://www.g2.com/categories/press-release-distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GlobeNewswire,https://www.g2.com/categories/press-release-distribution,distribucion-notas-prensa,https://www.g2.com/categories/press-release-distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cision PR Newswire,https://www.g2.com/categories/press-release-distribution,distribucion-notas-prensa,https://www.g2.com/categories/press-release-distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneSignal,https://www.g2.com/categories/push-notification,notificaciones-push,https://www.g2.com/categories/push-notification,https://www.g2.com/categories/proactive-notification,notificacion-proactiva,,,,,,,,,,,,,,,,,,,,,,,,,,,
